supplier,supplier_clean,diff
S.C. COG 98 TOP PRODUCTION SRL,cog 98 top production,0.45
S.C. COMANA-MARIS S.R.L.,comana-maris,0.37
S.C. COMIMPEX TARA SRL S.R.L.,comimpex tara srl,0.62
S.C. COMPLET TRADING S.R.L. S.R.L.,complet trading s.r.l,0.75
S.C. COMPLETE SALES S.R.L S.R.L.,complete sales s.r.l,0.78
S.C. COMTECH COMPUTERS S.R.L.,comtech computers,0.55
S.C. CONCEPT STING GRUP S.R.L.,concept sting grup,0.44
S.C. CONSTRUCTORUL CANDA S.R.L.,constructorul canda,0.51
S.C. CORAGEO S.R.L.,corageo,0.50
S.C. CORAMED MEDIZINISCHE PRODUKTE S.R.L.,coramed medizinische produkte,0.48
S.C. COROLA SERV S.R.L.,corola serv,0.40
S.C. CORPORATION ROM-CONS EQUIPMENT S.R.L.,corporation rom-cons equipment,0.39
S.C. CORPORATION ROM-CONS SRL S.R.L.,corporation rom-cons srl,0.81
S.C. CREATIV UNIFORME HORECA S.R.L.D.,creativ uniforme horeca s.r.l.d,0.49
S.C. CRIO - 2 S.R.L. S.R.L.,crio - 2 s.r.l,0.58
S.C. CRISTEXIM SOLUTIONS S.R.L.,cristexim solutions,0.51
S.C. CROITORIA DIN SAT S.R.L.,croitoria din sat,0.57
S.C. D&G GROUP S.R.L. S.R.L.,d&g group s.r.l,0.43
S.C. DACO MEDICAL TECHNOLOGIES S.R.L.,daco medical technologies,0.36
S.C. DANCRI MEDICAL S.R.L.,dancri medical,0.65
S.C. DANGER S.R.L.,danger,0.60
S.C. DANIEL DRAPERII ŞI PERDELE S.R.L.,daniel draperii şi perdele,0.48
S.C. DANTE INTERNATIONAL S.A. S.A.,dante international s.a,0.47
S.C. DATABASE PRO S.R.L.,database pro,0.53
S.C. Datasec Consulting S.R.L.,datasec consulting,0.65
S.C. DEDEMAN S.R.L. S.R.L.,dedeman s.r.l,0.49
S.C. DELTAFARM S.R.L. S.R.L.,deltafarm s.r.l,0.74
S.C. Demiuma Comimpex S.R.L.,demiuma comimpex,0.44
S.C. DEMOTEKS MEDIKAL SRL S.R.L.,demoteks medikal srl,0.43
S.C. DENTEX TRADING S.R.L. S.R.L.,dentex trading s.r.l,0.64
S.C. DENTSTORE S.R.L.,dentstore,0.56
S.C. DERAMAR S.R.L.,deramar,0.62
S.C. Dexter Invest S.R.L.,dexter invest,0.53
S.C. DIABLOS GROUP IT S.R.L.,diablos group it,0.51
S.C. DIDONA B S.R.L.,didona b,0.53
S.C. DINA MED IMPEX S.R.L.,dina med impex,0.63
S.C. DIVA NEW TRENDS S.R.L.,diva new trends,0.62
S.C. DIVINOL LUBRICANTS S.R.L. S.R.L.,divinol lubricants s.r.l,0.53
S.C. DNS BIROTICA S.R.L.,dns birotica,0.57
S.C. DOLEX COM S.R.L.,dolex com,0.52
S.C. DOVER S.R.L.,dover,0.67
S.C. DRAGER MEDICAL ROMANIA S.R.L.,dräger,0.43
S.C. DREAM INTER CONCEPT S.R.L.,dream inter concept,0.55
S.C. DTK Machinery S.R.L.,dtk machinery,0.52
S.C. Duplex S.A. S.A.,duplex s.a,0.42
S.C. DVC MEDICAL VISION SRL S.R.L.,dvc medical vision srl,0.43
S.C. Dyomedica CND S.R.L.,dyomedica cnd,0.62
S.C. E INNOVATION DEV S.R.L.,e innovation dev,0.46
S.C. ECHO PLUS S.R.L.,echo plus,0.46
S.C. EFFICIENT TRADING S.R.L.,efficient trading,0.44
S.C. EKO INTERNATIONAL INVEST S.R.L.,eko international invest,0.35
S.C. ELECTRIC TIBRO S.R.L.,electric tibro,0.46
S.C. ELECTRICA FURNIZARE S.A.,electrica furnizare,0.70
S.C. ELENA MODCOM S.R.L.,elena modcom,0.49
S.C. Eleni Partners S.R.L.,eleni partners,0.56
S.C. ELEONCORB S.R.L.,eleoncorb,0.61
S.C. ELITE & HEAT TECHNOLOGIES S.R.L.,elite & heat technologies,0.45
S.C. ENRON S.R.L.,enron,0.40
S.C. ESA EXCLUSIVESHOP S.R.L.,esa exclusiveshop,0.44
S.C. ESMED GROUP S.R.L.,esmed group,0.53
S.C. ESPOO GROUP S.R.L.,espoo group,0.81
S.C. ESTCLINIC LOGISTIC S.R.L.,estclinic logistic,0.46
S.C. EURO RETAIL TECH S.R.L.,euro retail tech,0.45
S.C. Europrotect Safety SRL S.R.L.,europrotect safety srl,0.54
S.C. EUROSIGURANTA SERV S.R.L.,eurosiguranta serv,0.60
S.C. EVATECH ELECTRONICS S.R.L.,evatech electronics,0.43
S.C. EVENT JUST S.R.L.,event just,0.51
S.C. EXPERTMED LCD S.R.L. S.R.L.,expertmed lcd s.r.l,0.51
S.C. EYECON MEDICAL S.R.L.,eyecon medical,0.56
S.C. FAN COURIER EXPRESS S.R.L.,fan courier express,0.37
S.C. FARMACIA ALCOR SRL,farmacia alcor,0.51
S.C. farmacia bucuresti tehnoplus farm S.R.L.,farmacia bucuresti tehnoplus farm,0.56
S.C. FARMACIA ELNIOT S.R.L.,farmacia elniot,0.55
S.C. FARMACIA FAMILY PHARM SRL,farmacia family pharm,0.65
S.C. FARMACIA FARMEX DL S.R.L. S.R.L.,farmacia farmex dl s.r.l,0.65
S.C. FARMACIA FLORINA S.R.L.,farmacia florina,0.68
S.C. FARMACIA GEORGE S.R.L.,farmacia george,0.78
S.C. FARMACIA MUSETEL S.R.L.,farmacia musetel,0.78
S.C. FARMACIA PRECIZIA S.R.L.,farmacia precizia,0.70
S.C. FARMACIA PRIMAVERII SRL,farmacia primaverii,0.78
S.C. FARMACIA REVITALIA S.R.L.,farmacia revitalia,0.77
S.C. FARMACIA SOMESAN S.R.L.,farmacia somesan,0.73
S.C. FARMACIA TONICA S.R.L.,farmacia tonica,0.78
S.C. FARMALEX S.R.L.,farmalex,0.61
S.C. FEELBOX RO S.R.L.,feelbox ro,0.57
S.C. FELMEDICA S.R.L.,felmedica,0.55
S.C. FEROBANAT S.R.L.,ferobanat,0.57
S.C. FILODI PLUS S.R.L.,filodi plus,0.47
S.C. Filtre Aer Curat S.R.L. S.R.L.,filtre aer curat s.r.l,0.51
S.C. FINOREX SRL,finorex,0.46
S.C. Flexi Pro SRL S.R.L.,flexi pro srl,0.53
S.C. FOR OFFICE SRL S.R.L.,for office srl,0.59
S.C. FOREST GARDEN & DEPO SRL S.R.L.,forest garden & depo srl,0.54
S.C. FOX S.R.L.,fox,0.38
S.C. FRAGRA DESIGN S.R.L.,fragra design,0.46
S.C. G.H.B STYLE S.R.L.,g.h.b style,0.47
S.C. GAL REAL INVESTMENT S.R.L.,gal real investment,0.50
S.C. GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA S.R.L.,general electric medical systems romania,0.49
S.C. GENERAL ELECTRO S.R.L.,general electro,0.62
S.C. GENTIANA SRL,gentiana,0.55
S.C. GERMAN MARKET S.R.L.,german market,0.65
S.C. GIA COUTURIERE S.R.L.,gia couturiere,0.49
S.C. GINKOFARM S.R.L.,ginkofarm,0.55
S.C. GKO ECOBLAST SERVICES S.R.L.,gko ecoblast services,0.50
S.C. GLOBAL CASH&CARY SRL S.R.L.,global cash&cary srl,0.55
S.C. GOLD T FARM S.R.L.,gold t farm,0.54
S.C. GRADIMI UNIC S.R.L.,gradimi unic,0.48
S.C. GREEN OFFICE SOLUTION SRL,green office solution,0.47
S.C. GREENKO SOLUTIONS RO S.R.L.,greenko solutions ro,0.78
S.C. Grosvenor SCM S.R.L.,grosvenor scm,0.56
S.C. GRUSMAN EXCLUSIVE S.R.L.,grusman exclusive,0.50
S.C. GV CONCEPT TRADE S.R.L.,gv concept trade,0.37
S.C. Health Concept S.R.L.,health concept,0.65
S.C. HEALTHTIM SRL S.R.L.,healthtim srl,0.65
S.C. HELVIEN INARA S.R.L.,helvien inara,0.61
S.C. HENDI FOOD SERVICE EQUIPMENT ROMANIA S.R.L.,hendi food service equipment romania,0.47
S.C. HOMES SPECIAL CLEANING S.R.L.,homes special cleaning,0.32
S.C. Hornar Iasi SRL,hornar iasi,0.51
S.C. HORUS CENTER S.R.L. S.R.L.,horus center s.r.l,0.62
S.C. I SELL BEAUTY S.R.L.,i sell beauty,0.39
S.C. IASISTING GRUP SRL S.R.L.,iasisting grup srl,0.44
S.C. IEZER FARM S.R.L.,iezer farm,0.47
S.C. IGNI-COMEX S.R.L.,igni-comex,0.47
S.C. IMOBILIAR CONSULTING S.R.L.,imobiliar consulting,0.45
S.C. IMPRIMATE S.R.L. S.R.L.,imprimate s.r.l,0.40
S.C. INFO TRUST S.R.L.,info trust,0.46
S.C. INTERBABIS S.R.L.,interbabis,0.67
S.C. INTERNATIONAL CONNECTION S.R.L.,international connection,0.55
S.C. INTERSID S.R.L.,intersid,0.52
S.C. Invest Milenium S.R.L. S.R.L.,invest milenium s.r.l,0.51
S.C. IOANA N & M SRL S.R.L.,ioana n & m srl,0.61
S.C. IPROEB S.A.,iproeb,0.45
S.C. ISH MARIA DDM S.R.L.,ish maria ddm,0.48
S.C. IUDEMI CONF S.R.L.,iudemi conf,0.47
S.C. JOHN MUSIC SHOW S.R.L. S.R.L.,john music show s.r.l,0.33
S.C. JOLIDON INTERNATIONAL S.R.L.,jolidon international,0.46
S.C. JULIO S.R.L.,julio,0.50
S.C. K-ELICOM TRADING SRL S.R.L.,k-elicom trading srl,0.46
S.C. KIROPRAKT GP S.R.L.,kiroprakt gp,0.52
S.C. KITCHEN SHOP S.R.L.,kitchen shop,0.53
S.C. Klaus Distribution S.R.L.,klaus distribution,0.40
S.C. Kontur Media S.R.L.,kontur media,0.40
S.C. KROGOLD INDUSTRIES SRL S.R.L.,krogold industries srl,0.41
S.C. L&L PUBLICITATE S.R.L.,l&l publicitate,0.30
S.C. Labo Shop S.R.L.,labo shop,0.41
S.C. LARA GREEN S.R.L.,lara green,0.55
S.C. LEU LOGISTIC CARRY S.R.L.,leu logistic carry,0.47
S.C. LIBRA OFFICE IND. SRL S.R.L.,libra office ind. srl,0.45
S.C. LIMA FARM,lima farm,0.55
S.C. Limas Group S.R.L. S.R.L.,limas group s.r.l,0.61
S.C. Lincoln Trade S.R.L.,lincoln trade,0.45
S.C. LUAN VISION S.R.L.,luan vision,0.47
S.C. Luc Marie S.R.L.,luc marie,0.60
S.C. MAGENTA IMPEX S.R.L. S.R.L.,magenta impex s.r.l,0.42
S.C. MAGNIFICENT AGENCY S.R.L.,magnificent agency,0.55
S.C. MAN PROTECTION S.R.L. S.R.L.,man protection s.r.l,0.46
S.C. MANOPRINTING SYSTEM S.R.L.,manoprinting system,0.61
S.C. Manucu S.R.L.,manucu,0.46
S.C. MARATON SPORTWERE S.R.L.,maraton sportwere,0.48
S.C. MARECOM IMPEX S.R.L.,marecom impex,0.50
S.C. mariposa atelier S.R.L.,mariposa atelier,0.56
S.C. MAROTA MEDICAL S.R.L.,marota medical,0.65
S.C. MAX S.R.L.,max,0.52
S.C. MAXIMILYANIS SPORT S.R.L.,maximilyanis sport,0.52
S.C. MD S HEELS S.R.L.,md s heels,0.42
S.C. MDE CONVERTING S.R.L.,mde converting,0.53
S.C. MDM FARM S.R.L.,mdm farm,0.56
S.C. MED - AL TRADING SRL S.R.L.,med - al trading srl,0.53
S.C. MED TEHNICA SRL S.R.L.,med tehnica srl,0.67
S.C. Medica M3 Comexim S.R.L.,medica m3 comexim,0.57
S.C. Medical Corp S.R.L. S.R.L.,medical corp s.r.l,0.62
S.C. MEDICAL TECHNOLOGIES INTERNATIONAL S.R.L.,medical technologies international,0.52
S.C. MEDIMFARM S.A.,medimfarm,0.42
S.C. MEDIMFARM TOPFARM SA,medimfarm topfarm,0.78
S.C. MediNet Hygiene Consulting S.R.L.,medinet hygiene consulting,0.42
S.C. MEDIST IMAGING & P.O.C. S.R.L. S.R.L.,medist imaging & p.o.c. s.r.l,0.46
S.C. Meli Melo Fashion S.R.L.,meli melo fashion,0.29
S.C. METAROVI S.R.L.,metarovi,0.51
S.C. METROPOLIS COM S.R.L.,metropolis com,0.69
S.C. MILLER PROD S.R.L.,miller prod,0.51
S.C. MINI-FARM S.R.L. S.R.L.,mini-farm s.r.l,0.56
S.C. MIULESCU COMPANY S.R.L.,miulescu company,0.39
S.C. MKM Activ Trading S.R.L.,mkm activ trading,0.42
S.C. MMK FASHION CONSTRUCT INVEST S.R.L.,mmk fashion construct invest,0.55
S.C. MOBILGO24 S.R.L.,mobilgo24,0.34
S.C. MODAVERA S.R.L.,modavera,0.52
S.C. MONT-DOOR S.R.L.,mont-door,0.67
S.C. MULTI CLEANING SYSTEM S.R.L.,multi cleaning system,0.35
S.C. Mures Adventure S.R.L.,mures adventure,0.43
S.C. Navitech It Concept S.R.L.,navitech it concept,0.36
S.C. NEGRO S.R.L. S.R.L.,negro s.r.l,0.40
S.C. NEMIR IMPEX S.R.L.,nemir impex,0.56
S.C. NEOPHARM S.R.L.,neopharm,0.55
S.C. NETWORK MEDICAL SOLUTION S.R.L.,network medical solution,0.48
S.C. NGM Company S.R.L.,ngm company,0.44
S.C. NOVA TECH MED S.R.L.,nova tech med,0.47
S.C. Obreros de Ezcaray,obreros de ezcaray,0.44
S.C. OBRIZCONF S.R.L.,obrizconf,0.54
S.C. OFFENSIVE S.R.L.,offensive,0.50
S.C. OFFICE&MORE S.R.L.,office&more,0.67
S.C. OMNILOGIC S.R.L.,omnilogic,0.53
S.C. OPTI FARM S.R.L.,opti farm,0.50
S.C. OPTOELECTRONICA 2001 S.A.,optoelectronica 2001,0.46
S.C. ORION NEW STYLE S.R.L.,orion new style,0.44
S.C. ORIZONT PLUS CONSTRUCT S.R.L.,orizont plus construct,0.60
S.C. OVAMED EXPERT S.R.L.,ovamed expert,0.44
S.C. OVAVINCI S.R.L.,ovavinci,0.52
S.C. PANVET CLINIC SRL S.R.L.,panvet clinic srl,0.57
S.C. PASGO STAR S.R.L.,pasgo star,0.54
S.C. PERFECT MEDICAL S.R.L.,perfect medical,0.40
S.C. PETROSERV CONECT S.R.L.,petroserv conect,0.54
S.C. PHARMACON MEDATENA S.R.L.,pharmacon medatena,0.55
S.C. Plastela S.R.L.,plastela,0.56
S.C. Pop's Fashion SRL S.R.L.,pops fashion srl,0.53
S.C. PRAKTIKER ROMANIA S.A.,praktiker romania,0.33
S.C. PRIMA ROZA CONF S.R.L.,prima roza conf,0.62
S.C. PRIME HEALTHCARE S.R.L. S.R.L.,prime healthcare s.r.l,0.51
S.C. PRODECOM S.R.L.,prodecom,0.45
S.C. ProduseBirou SRL S.R.L.,produsebirou srl,0.65
S.C. PROGO OFFICE S.R.L.,progo office,0.53
S.C. Promar Textil Industries S.R.L.,promar textil industries,0.43
S.C. PROMEDICA COM S.R.L.,promedica com,0.51
S.C. Promerco Import Export S.R.L.,promerco import export,0.58
S.C. PROTECTCONF TEXTILE S.R.L. S.R.L.,protectconf textile s.r.l,0.56
S.C. PROTEK ASTRAL S.R.L.,protek astral,0.58
S.C. PROTON IMPEX 2000 S.R.L.,proton impex 2000,0.50
S.C. PUBLICITATE S.R.L. S.R.L.,publicitate s.r.l,0.41
S.C. PUNKT S.R.L.,punkt,0.50
S.C. PURE DENTAL S.R.L.,pure dental,0.69
S.C. PURSANTE S.R.L.,pursante,0.69
S.C. Pyf Production S.R.L.,pyf production,0.50
S.C. QWERTY DESIGN S.R.L.,qwerty design,0.49
S.C. RALEX S.R.L.,ralex,0.50
S.C. RD VEST IMOGROUP S.R.L.,rd vest imogroup,0.45
S.C. REALTOPFARMA S.A.,realtopfarma,0.53
S.C. Recosport S.R.L.,recosport,0.65
S.C. Rekada Reff SRL S.R.L.,rekada reff srl,0.47
S.C. REMEDIUM S.R.L.,remedium,0.48
S.C. REMEDIUM FARM SRL S.R.L.,remedium farm srl,0.74
S.C. RENANIA TRADE S.R.L.,renania trade,0.50
S.C. Revolve Pharma S.R.L.,revolve pharma,0.43
S.C. Riandys S.R.L.,riandys,0.45
S.C. RIK S.R.L.,rik,0.70
S.C. RIZAL S.R.L.,rizal,0.78
S.C. ROCOS PROD S.R.L.,rocos prod,0.48
S.C. ROHASMED SERV S.R.L.,rohasmed serv,0.55
S.C. ROMANIAN TRADE GARMENTS SA,romanian trade garments,0.48
S.C. ROMCLASIC S.R.L.,romclasic,0.48
S.C. ROMIMPEX S.R.L. S.R.L.,romimpex s.r.l,0.55
S.C. ROMLAB S.R.L.,romlab,0.60
S.C. ROMOLD S.R.L. S.R.L.,romold s.r.l,0.64
S.C. ROMSALES DISTRIBUTION S.R.L.,romsales distribution,0.47
S.C. ROYAL ADVISORY MANAGEMENT S.R.L.,royal advisory management,0.54
S.C. ROYAL EUROTRANS S.R.L.,royal eurotrans,0.56
S.C. RTC PROFFICE EXPERIENCE S.A. S.A.,rtc proffice experience s.a,0.46
S.C. RURIS IMPEX S.R.L. S.R.L.,ruris impex s.r.l,0.44
S.C. S.C. ELIANA&NICOLETA FARM SRL S.R.L.,eliana&nicoleta farm srl,0.32
S.C. S.C. GEDEON RICHTER FARMACIA S.A. S.R.L.,gedeon richter farmacia s.a,0.62
S.C. SAFETY GROUP SRL S.R.L.,safety group srl,0.38
S.C. SAFETY MENTOR S.R.L.,safety mentor,0.72
S.C. SALUS TEHNOMED S.R.L.,salus tehnomed,0.54
S.C. Sanito Distribution S.R.L.,sanito distribution,0.47
S.C. SANMEDFARM 2008 S.R.L. GALATI,sanmedfarm 2008 s.r.l. galati,0.41
S.C. SANPRODMED S.R.L. S.R.L.,sanprodmed s.r.l,0.62
S.C. SANROTEX TRADING SRL S.R.L.,sanrotex trading srl,0.70
S.C. SAPACO 2000 S.A. S.C.S.,sapaco 2000 s.a. s.c.s,0.38
S.C. SAVY PROFESSIONAL S.R.L.,savy professional,0.41
S.C. SC ANDSER MEDICA SRL S.R.L.,andser medica srl,0.38
S.C. SC BRIFARM SA S.A.,brifarm sa,0.60
S.C. SC DERAT-CONS SRL,derat-cons,0.61
S.C. SC ECOR SRL S.R.L.,ecor srl,0.71
S.C. SC FARMACIA ARDEALUL SRL S.R.L.,farmacia ardealul srl,0.58
S.C. SC FELIN SRL S.R.L.,felin srl,0.65
S.C. SC IRIS PHARM SRL S.R.L.,iris pharm srl,0.67
S.C. SC OANDRA IMPEX SRL S.R.L.,oandra impex srl,0.65
S.C. SC RHINO SAFETY S.R.L.,rhino safety,0.55
S.C. SC ROMANIA HYPERMARCHE SA,romania hypermarche,0.51
S.C. SC SAFETY TEXTIL SRL S.R.L.,safety textil srl,0.42
S.C. SC Sicofarm SRL S.R.L.,sicofarm srl,0.62
S.C. SC STAR HOUSE INVEST SRL S.R.L.,star house invest srl,0.61
S.C. SC TITAN COMERT SRL S.R.L.,titan comert srl,0.64
S.C. SC TITSERV SRL S.R.L.,titserv srl,0.79
S.C. SC TRIAL CONSUMER SRL,trial consumer,0.63
S.C. sc uzinrom holding srl,uzinrom holding,0.44
S.C. sc Violeta Style srl S.R.L.,violeta style srl,0.46
S.C. SC VIRSTEANA SERV SRL S.R.L.,virsteana serv srl,0.75
S.C. SCARLAT GENERAL CONSULTING S.R.L.,scarlat general consulting,0.35
S.C. SCRAMA DISTRIBUTIE SRL S.R.L.,scrama distributie srl,0.48
S.C. SELENA DISTRIBUTION S.R.L.,selena distribution,0.71
S.C. SELGROS CASH&CARRY SRL S.R.L.,selgros cash&carry srl,0.39
S.C. SELLERA BAY S.R.L.,sellera bay,0.42
S.C. SENIOR SOFTWARE AGENCY SRL S.R.L.,senior software agency srl,0.47
S.C. Sercomtur S.R.L.,sercomtur,0.44
S.C. Server Hargita S.R.L.,server hargita,0.55
S.C. SFERA S.R.L.,sfera,0.62
S.C. Sharolt Group S.R.L.,sharolt group,0.50
S.C. Smart Perpetuum S.R.L.,smart perpetuum,0.58
S.C. Smart Products I&D SRL S.R.L.,smart products i&d srl,0.60
S.C. SMARTWOLF NEW S.R.L.,smartwolf new,0.53
S.C. SO CONF S.R.L.,so conf,0.60
S.C. SOCIETATEA TIPOGRAFICA FILARET SA S.A.,societatea tipografica filaret sa,0.40
S.C. SOFT ART CLEAN SRL S.R.L.,soft art clean srl,0.36
S.C. SORIMED & DENTAL SRL S.R.L.,sorimed & dental srl,0.58
S.C. Speed & Trust S.R.L.,speed & trust,0.60
S.C. SPINEX MEDPHARM S.R.L.,spinex medpharm,0.58
S.C. Stefana S.R.L.,stefana,0.50
S.C. STEFI TEX S.R.L.,stefi tex,0.69
S.C. STELICA SERV COM S.R.L.,stelica serv com,0.63
S.C. STERIL ROMANIA S.R.L.,steril romania,0.60
S.C. STILL-CHIC SRL S.R.L.,still-chic srl,0.53
S.C. sting bistrita S.R.L.,sting bistrita,0.58
S.C. STING PROD S.R.L. S.R.L.,sting prod s.r.l,0.60
S.C. STOIC TEX S.R.L.,stoic tex,0.51
S.C. Suncommunication S.R.L.,suncommunication,0.57
S.C. SUPER BALL S.R.L.,super ball,0.44
S.C. TECHTEX S.R.L.,techtex,0.44
S.C. TEHNOMEDICAL PRODCOM S.R.L.,tehnomedical prodcom,0.49
S.C. TEOTEX FASHION S.R.L.,teotex fashion,0.50
S.C. TERRA LOGISTIC ZONE S.R.L.,terra logistic zone,0.51
S.C. TEXAL FANTAZIA S.R.L.,texal fantazia,0.51
S.C. TEXTIL PRODUCTION 2008 S.R.L.,textil production 2008,0.52
S.C. TEXTLANDGLORY S.R.L.,textlandglory,0.49
S.C. THYMUL FARM DISTRIBUTIE SRL S.R.L.,thymul farm distributie srl,0.28
S.C. TIMAR TRADING IMPEX S.R.L. S.R.L.,timar trading impex s.r.l,0.61
S.C. Tobias Pro Vision S.R.L.,tobias pro vision,0.38
S.C. TOBY OFFICE SRL S.R.L.,toby office srl,0.57
S.C. TOP TECH S.R.L.,top tech,0.55
S.C. TOSCANA TAGLIO S.R.L.,toscana taglio,0.56
S.C. TRESTIANA EXPRESS S.R.L.,trestiana express,0.54
S.C. TRI FARM S.R.L.,tri farm,0.57
S.C. TRICODOR PLUS S.R.L.,tricodor plus,0.58
S.C. Tricosib S.R.L.,tricosib,0.71
S.C. TRIMEX FARMA S.R.L.,trimex farma,0.53
S.C. UNIMAT S.R.L. S.R.L.,unimat s.r.l,0.53
S.C. Unimedik Impex SRL S.R.L.,unimedik impex srl,0.65
S.C. UNITED TRADING GROUP DIVERSE S.R.L.,united trading group diverse,0.43
S.C. univers T S.A.,univers t,0.51
S.C. UNIVERSAL CHEMICAL STAR S.R.L.,universal chemical star,0.67
S.C. UVIA.LAND S.R.L.,uvia.land,0.52
S.C. VADEMECUM COMSERV S.R.L.,vademecum comserv,0.44
S.C. VANITY LUANA S.R.L.,vanity luana,0.41
S.C. VECTOR MGM MEDICAL S.R.L.,vector mgm medical,0.45
S.C. VERTA PROD TRADING S.R.L.,verta prod trading,0.52
S.C. VERTIQUAL ENGINEERING S.R.L.,vertiqual engineering,0.61
S.C. VLC DIVISION S.R.L.,vlc division,0.51
S.C. VODIMEDICOR S.R.L. S.R.L.,vodimedicor s.r.l,0.51
S.C. W&J S.R.L.,w&j,0.33
S.C. Watt Distributor S.R.L.,watt distributor,0.41
S.C. WELL PROFESIONAL SOLUTIONS S.R.L.,well profesional solutions,0.46
S.C. WILLDEN AGRO S.R.L.,willden agro,0.46
S.C. WIR2000 S.R.L.,wir2000,0.55
S.C. YETY PRODUCTS S.R.L.,yety products,0.40
S.C. ZAMO SHOP S.R.L.,zamo shop,0.44
S.C. Zetman Kraft S.R.L. S.R.L.,zetman kraft s.r.l,0.49
S.C. ZZIP ART SRL S.R.L.,zzip art srl,0.65
S.cafa-Cooperativa de Consumo dos Ferroviarios e Aderentes C...,s.cafa-cooperativa de consumo dos ferroviarios e aderentes c,0.23
siat consulting service srl,s.i.a.t. consulting service,0.39
S.I.A.T. Consulting Service,s.i.a.t. consulting service,1.00
"S.I.E. - Sociedade Internacional de Embalagens, S.A",s.i.e. - sociedade internacional de embalagens,0.33
S.O. - Intervenção Em Saúde Ocupacional S.A,s.o. - intervenção em saúde ocupacional,0.45
S24-SHOP GmbH,s24-shop,0.21
SA Tricon mun.Cahul,sa tricon mun.cahul,0.15
Саакян Алексан Каджикович,saakяn aleksan kadžikovič,0.27
"ООО ""САБ-СЕРВИС""",sab-servis,0.29
Sabedoria Aderente - Unipessoal Lda,sabedoria aderente - unipessoal,0.34
Sabet Labor Service e.K.,sabet labor service e.k,0.44
Сабинина Светлана Михайловна,sabinina svetlana mihaйlovna,0.35
Sabores Voláteis - Lda,sabores voláteis -,0.22
"Saborit International, S. L.",saborit international,0.46
"Sabrocampestre - Consultoria, Produção e Comercialização Agr...","sabrocampestre - consultoria, produção e comercialização agr",0.30
"Sacerti - Consultores, Lda",sacerti - consultores,0.44
Sacoplex - Comércio de Embalagens Lda,sacoplex - comércio de embalagens,0.41
Sacos 88-Sociedade de Plasticos Lda,sacos 88-sociedade de plasticos,0.50
Sacy Trading Consulting,sacy trading consulting,0.37
"Sacyr Facilities, S. A.",sacyr facilities,0.51
"ООО ""САДКО""",sadko,0.19
"Saegeling Medizintechnik, s.r.o.",saegeling medizintechnik,0.28
САЕТГАЛИЕВА РОЗА САНИЕВНА,saetgalieva roza sanievna,0.41
Safany Plus,safany plus,0.22
Сафарбеков Хуршед Давлятбекович,safarbekov huršed davlяtbekovič,0.29
"ООО ""САФАЙР-МЕД""",safaйr-med,0.34
"Safe Aid - Soluções Globais de Emergência, Lda",safe aid - soluções globais de emergência,0.27
"Safe Secure Packing (Shenzhen) Co., Ltd.","safe secure packing (shenzhen) co., ltd",0.25
Safe srl unipersonale,safe srl unipersonale,0.27
"Safemobility - Transformação de Veículos Especiais, Unipesso...","safemobility - transformação de veículos especiais, unipesso",0.32
Safetech Pro s.r.o.,safetech pro,0.28
"ООО ""САФЕТИ ТЕХНОЛОДЖИ""",safeti tehnolodži,0.48
"Safety Águeda - Materiais de Incêndio, S.A",safety águeda - materiais de incêndio,0.33
