Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN
"Медичні матеріали (НК 024:2019 код 28234 - стрічка ватяна; 34655 - марля нетканна; 48126 - Бинт марлевий, стерильний; 56286 Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні; 47378 - Антибактерійний лейкопластир для поверхневих ран; 58986-Лейкопластир хірургічний універсальний, нестерильний; 47017 - Шприц загального призначення, разового застосування; 16649 - Основний набір внутрішньовенного введення;)",Medical gloves,5550,1.3299099099099099,UAH,,,Ukraine,2020-01-24,https://prozorro.gov.ua/tender/UA-2020-01-24-001467-c,UA3291,,
"Рукавички медичні оглядові нітрілові, рукавички хірургічні стерильні (НК 024:2019 56286; 61217)",Medical gloves,3000,2.15,UAH,,,Ukraine,2020-01-24,https://prozorro.gov.ua/tender/UA-2020-01-24-000957-b,UA3292,,
"Товар медичного призначення (медичні матеріали) . Код НК 024:2019 - 47017 - Шприц загального призначення, разового застосування; 47179 - Припудрені, оглядові/процедурні рукавички з латексу гевеї, стерильні; 58234- Стрічка ватяна; 34655- Марля, нетканна; 35017- Марлева пов'язка, рулон.",Medical gloves,300,8.5,UAH,,,Ukraine,2020-01-24,https://prozorro.gov.ua/tender/UA-2020-01-24-002241-a,UA3294,,
Рукавички оглядові/процедурні /хірургічні з латексу,Medical gloves,78000,0.9897435897435898,UAH,,,Ukraine,2020-01-23,https://prozorro.gov.ua/tender/UA-2020-01-23-002049-a,UA3295,,
рукавички хірургічні та оглядові,Medical gloves,60000,1.17,UAH,,,Ukraine,2020-01-23,https://prozorro.gov.ua/tender/UA-2020-01-23-001925-c,UA3296,,
"Вироби медичного призначення: рукавиці нітрилові, серветки спиртові",Medical gloves,11500,2.082608695652174,UAH,,,Ukraine,2020-01-23,https://prozorro.gov.ua/tender/UA-2020-01-23-002329-a,UA3297,,
"Шприци одноразового використання, системи для переливання крові, рукавички оглядові",Medical gloves,1115,1.7937219730941705,UAH,,,Ukraine,2020-01-23,https://prozorro.gov.ua/tender/UA-2020-01-23-002893-c,UA3298,,
"33140000-3 Медичні матеріали (рукавички) 
НК 024:2019: 47173- Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні; 47179- Припудрені, оглядові / процедурні рукавички з латексу гевеї, стерильні; 47172 - Непудровані, оглядові / процедурні рукавички з латексу гевеї, нестерильні; 47174 - Непудровані оглядові / процедурні рукавички з синтетичного полімеру, нестерильні; 60951 - Рукавички хірургічні з латексу гевеї, непудровані; 47172 - Непудровані, оглядові / процедурні рукавички з латексу гевеї, нестерильні.",Medical gloves,40000,2.75,UAH,,,Ukraine,2020-01-22,https://prozorro.gov.ua/tender/UA-2020-01-22-000323-a,UA3299,,
Одноразові рукавички,Medical gloves,36000,2.782,UAH,,,Ukraine,2020-01-22,https://prozorro.gov.ua/tender/UA-2020-01-22-000647-c,UA3300,,
Рукавички медичні,Medical gloves,6000,2.716666666666667,UAH,,,Ukraine,2020-01-22,https://prozorro.gov.ua/tender/UA-2020-01-22-000947-c,UA3301,,
Рукавички медичні оглядові,Medical gloves,2000,1.95,UAH,,,Ukraine,2020-01-22,https://prozorro.gov.ua/tender/UA-2020-01-22-000195-b,UA3302,,
"Вата медична гігроскопічна н\ст.100 г. зіг-заг ""Білосніжка; Рукавички хірургічні стер.припуд. Medicare",Medical gloves,100,4.62,UAH,,,Ukraine,2020-01-22,https://prozorro.gov.ua/tender/UA-2020-01-22-002492-a,UA3303,,
"ДК:021:2015(CPV): 33190000-8 Медичне обладнання та вироби медичного призначення різні (Рукавички оглядові: НК 024:2019 47174 Непудровані оглядові/процедурні рукавички з синтетичного полімеру, нестерильні)",Medical gloves,31000,3.0709677419354837,UAH,,,Ukraine,2020-01-21,https://prozorro.gov.ua/tender/UA-2020-01-21-001519-c,UA3304,,
"НК 024:2019: 60822 Голка для переливання лікарських засобів, що фільтрує / клапанна (Аспіраційна канюля Mini Spike Plus Chemo з протиаерозольним 0,2мкм та партикулярним фільтром 5мкм); НК 024:2019: 48125 Рулон марлевий, нестерильний (Бинт марлевий медичний н/с 5*10, Бинт марлевий медичний н/с 7*14); НК 024:2019: 58234 Стрічка ватяна (Вата медична н/с 100 г зіг/заг); НК 024:2019: 34655 Марля, неткана (Марлевий відріз 5м); НК 024:2019: 44990 Лейкопластир до поверхневих ран (Пластир 5м*1см на нетканій основі карт уп, Пластир 5м*2см на нетканій основі карт уп, Пластир 5м*3см на нетканій основі карт уп, Пластир 5м*5см на нетканій основі карт уп, Пластир К-фікс фіксуючий на нетканій основі  5м*10см); НК 024:2019: 47190 Набір для еластомерної інфузійної помпи (Набір для внутрішньовенного введення Infusomat Space Line 250см з фільтром 0,2 мкм); НК 024:2019: 34842 Набір для епідуральної анестезії, який не містить лікарських засобів (Набір для епідуральної анестезії Періфікс ONE Filter Set 401); НК 024:2019: 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні (Рукавички медичні латексні н/с припудрені S, Рукавички медичні латексні н/с припудрені М); НК 024:2019: 60660 Рукавички оглядові / процедурні нітрилові, непудровані, антибактеріальні (Рукавички оглядові нітрилові  (стерильні, з високим ступенем захисту, без пудри) M); НК 024:2019: 48133 Серветка марлева тканна, стерильна (Серветка марлева медична стерильна 16смх14см 4 шарові №5); НК 024:2019: 35142 Аерозольна маска для обличчя (Небулайзер з аерозольною маскою (педіатрична), Небулайзер з аерозольною маскою (для дорослих)); НК 024:2019: 47017 Шприц загального призначення, разового застосування (Шприц ін’єкційний одноразового застосування 2мл з голкою, Шприц ін’єкційний одноразового застосування 5мл з голкою, Шприц ін’єкційний одноразового застосування 10мл з голкою, Шприц ін’єкційний одноразового застосування 20мл з голкою); НК 024:2019: 35390 Шприц для промивання (Шприц 3-комп.,  ін’єкційний одноразового використання прозорий для перфузії. 50 мл. з голк. 2х30, Шприц 3-комп., ін’єкційний одноразового використання, Луєр-Лок, 100мл з голкою)",Medical gloves,30000,2.300466666666667,UAH,,,Ukraine,2020-01-21,https://prozorro.gov.ua/tender/UA-2020-01-21-002782-a,UA3305,,
